Type|Number of Grains|Severity|Pollen Count (Grains/m^3)|Date
Trees|336|HIGH (271 - 3000 grains)|107.7|05/09/2014
Weeds|19|LOW (0 - 30 grains)|6.1|05/09/2014
Grasses|37|MODERATE (16 - 60 grains)|11.9|05/12/2014
Trees|152|MODERATE (46 - 270 grains)|48.7|05/12/2014
Weeds|14|LOW (0 - 30 grains)|4.5|05/12/2014
Grasses|27|MODERATE (16 - 60 grains)|8.7|05/13/2014
Trees|175|MODERATE (46 - 270 grains)|56.1|05/13/2014
Weeds|9|LOW (0 - 30 grains)|2.9|05/13/2014
Grasses|63|HIGH (61 - 600 grains)|20.2|05/14/2014
Trees|254|MODERATE (46 - 270 grains)|81.4|05/14/2014
Weeds|18|LOW (0 - 30 grains)|5.8|05/14/2014
Grasses|93|HIGH (61 - 600 grains)|29.8|05/15/2014
Trees|329|HIGH (271 - 3000 grains)|105.4|05/15/2014
Weeds|17|LOW (0 - 30 grains)|5.4|05/15/2014
Grasses|8|LOW (0 - 15 grains)|2.6|05/16/2014
Trees|52|MODERATE (46 - 270 grains)|16.7|05/16/2014
Weeds|0|LOW (0 - 30 grains)|0.0|05/16/2014
Grasses|20|MODERATE (16 - 60 grains)|6.4|05/19/2014
Trees|101|MODERATE (46 - 270 grains)|32.4|05/19/2014
Weeds|6|LOW (0 - 30 grains)|1.9|05/19/2014
Grasses|41|MODERATE (16 - 60 grains)|13.1|05/20/2014
Trees|130|MODERATE (46 - 270 grains)|41.7|05/20/2014
Weeds|17|LOW (0 - 30 grains)|5.4|05/20/2014
Grasses|50|MODERATE (16 - 60 grains)|16.0|05/21/2014
Trees|105|MODERATE (46 - 270 grains)|33.7|05/21/2014
Weeds|13|LOW (0 - 30 grains)|4.2|05/21/2014
Grasses|88|HIGH (61 - 600 grains)|28.2|05/22/2014
Trees|160|MODERATE (46 - 270 grains)|51.3|05/22/2014
Weeds|9|LOW (0 - 30 grains)|2.9|05/22/2014
Grasses|80|HIGH (61 - 600 grains)|25.6|05/23/2014
Trees|245|MODERATE (46 - 270 grains)|78.5|05/23/2014
Weeds|29|LOW (0 - 30 grains)|9.3|05/23/2014
Grasses|19|MODERATE (16 - 60 grains)|6.1|05/27/2014
Trees|73|MODERATE (46 - 270 grains)|23.4|05/27/2014
Weeds|11|LOW (0 - 30 grains)|3.5|05/27/2014
Grasses|29|MODERATE (16 - 60 grains)|9.3|05/29/2014
Trees|59|MODERATE (46 - 270 grains)|18.9|05/29/2014
Weeds|16|LOW (0 - 30 grains)|5.1|05/29/2014
Grasses|10|LOW (0 - 15 grains)|3.2|05/30/2014
Trees|32|LOW (0 - 45 grains)|10.3|05/30/2014
Weeds|12|LOW (0 - 30 grains)|3.8|05/30/2014
Grasses|9|LOW (0 - 15 grains)|2.9|06/02/2014
Trees|55|MODERATE (46 - 270 grains)|17.6|06/02/2014
Weeds|13|LOW (0 - 30 grains)|4.2|06/02/2014
Grasses|6|LOW (0 - 15 grains)|1.9|06/03/2014
Trees|37|LOW (0 - 45 grains)|11.9|06/03/2014
Weeds|14|LOW (0 - 30 grains)|4.5|06/03/2014
Grasses|25|MODERATE (16 - 60 grains)|8.0|06/04/2014
Trees|43|LOW (0 - 45 grains)|13.8|06/04/2014
Weeds|21|LOW (0 - 30 grains)|6.7|06/04/2014
Grasses|6|LOW (0 - 15 grains)|1.9|06/05/2014
Trees|60|MODERATE (46 - 270 grains)|19.2|06/05/2014
Weeds|29|LOW (0 - 30 grains)|9.3|06/05/2014
Grasses|23|MODERATE (16 - 60 grains)|7.4|06/06/2014
Trees|36|LOW (0 - 45 grains)|11.5|06/06/2014
Weeds|3|LOW (0 - 30 grains)|1.0|06/06/2014
Grasses|17|MODERATE (16 - 60 grains)|5.4|06/09/2014
Trees|36|LOW (0 - 45 grains)|11.5|06/09/2014
Weeds|22|LOW (0 - 30 grains)|7.1|06/09/2014
Grasses|2|LOW (0 - 15 grains)|0.6|06/10/2014
Trees|10|LOW (0 - 45 grains)|3.2|06/10/2014
Weeds|3|LOW (0 - 30 grains)|1.0|06/10/2014
Grasses|6|LOW (0 - 15 grains)|1.9|06/11/2014
Trees|14|LOW (0 - 45 grains)|4.5|06/11/2014
Weeds|20|LOW (0 - 30 grains)|6.4|06/11/2014
Grasses|4|LOW (0 - 15 grains)|1.3|06/12/2014
Trees|22|LOW (0 - 45 grains)|7.1|06/12/2014
Weeds|8|LOW (0 - 30 grains)|2.6|06/12/2014
Grasses|5|LOW (0 - 15 grains)|1.6|06/13/2014
Trees|11|LOW (0 - 45 grains)|3.5|06/13/2014
Weeds|0|LOW (0 - 30 grains)|0.0|06/13/2014
Grasses|7|LOW (0 - 15 grains)|2.2|06/16/2014
Trees|8|LOW (0 - 45 grains)|2.6|06/16/2014
Weeds|20|LOW (0 - 30 grains)|6.4|06/16/2014
Grasses|22|MODERATE (16 - 60 grains)|7.1|06/17/2014
Trees|10|LOW (0 - 45 grains)|3.2|06/17/2014
Weeds|13|LOW (0 - 30 grains)|4.2|06/17/2014
Grasses|7|LOW (0 - 15 grains)|2.2|06/18/2014
Trees|12|LOW (0 - 45 grains)|3.8|06/18/2014
Weeds|8|LOW (0 - 30 grains)|2.6|06/18/2014
Grasses|6|LOW (0 - 15 grains)|1.9|06/19/2014
Trees|11|LOW (0 - 45 grains)|3.5|06/19/2014
Weeds|10|LOW (0 - 30 grains)|3.2|06/19/2014
Grasses|11|LOW (0 - 15 grains)|3.5|06/20/2014
Trees|4|LOW (0 - 45 grains)|1.3|06/20/2014
Weeds|8|LOW (0 - 30 grains)|2.6|06/20/2014
Grasses|6|LOW (0 - 15 grains)|1.9|06/23/2014
Trees|5|LOW (0 - 45 grains)|1.6|06/23/2014
Weeds|5|LOW (0 - 30 grains)|1.6|06/23/2014
Grasses|3|LOW (0 - 15 grains)|1.0|06/24/2014
Trees|6|LOW (0 - 45 grains)|1.9|06/24/2014
Weeds|16|LOW (0 - 30 grains)|5.1|06/24/2014
Grasses|18|MODERATE (16 - 60 grains)|5.8|06/25/2014
Trees|13|LOW (0 - 45 grains)|4.2|06/25/2014
Weeds|5|LOW (0 - 30 grains)|1.6|06/25/2014
Grasses|6|LOW (0 - 15 grains)|1.9|06/26/2014
Trees|14|LOW (0 - 45 grains)|4.5|06/26/2014
Weeds|9|LOW (0 - 30 grains)|2.9|06/26/2014
Grasses|7|LOW (0 - 15 grains)|2.2|06/27/2014
Trees|4|LOW (0 - 45 grains)|1.3|06/27/2014
Weeds|10|LOW (0 - 30 grains)|3.2|06/27/2014
Grasses|5|LOW (0 - 15 grains)|1.6|06/30/2014
Trees|5|LOW (0 - 45 grains)|1.6|06/30/2014
Weeds|18|LOW (0 - 30 grains)|5.8|06/30/2014
Grasses|7|LOW (0 - 15 grains)|2.2|07/01/2014
Trees|18|LOW (0 - 45 grains)|5.8|07/01/2014
Weeds|9|LOW (0 - 30 grains)|2.9|07/01/2014
Grasses|6|LOW (0 - 15 grains)|1.9|07/02/2014
Trees|15|LOW (0 - 45 grains)|4.8|07/02/2014
Weeds|6|LOW (0 - 30 grains)|1.9|07/02/2014
Grasses|14|LOW (0 - 15 grains)|4.5|07/03/2014
Trees|9|LOW (0 - 45 grains)|2.9|07/03/2014
Weeds|6|LOW (0 - 30 grains)|1.9|07/03/2014
Grasses|4|LOW (0 - 15 grains)|1.3|07/07/2014
Trees|8|LOW (0 - 45 grains)|2.6|07/07/2014
Weeds|13|LOW (0 - 30 grains)|4.2|07/07/2014
Grasses|2|LOW (0 - 15 grains)|0.6|07/08/2014
Trees|12|LOW (0 - 45 grains)|3.8|07/08/2014
Weeds|5|LOW (0 - 30 grains)|1.6|07/08/2014
Grasses|5|LOW (0 - 15 grains)|1.6|07/09/2014
Trees|9|LOW (0 - 45 grains)|2.9|07/09/2014
Weeds|8|LOW (0 - 30 grains)|2.6|07/09/2014
Grasses|9|LOW (0 - 15 grains)|2.9|07/10/2014
Trees|5|LOW (0 - 45 grains)|1.6|07/10/2014
Weeds|8|LOW (0 - 30 grains)|2.6|07/10/2014
Grasses|3|LOW (0 - 15 grains)|1.0|07/17/2014
Trees|5|LOW (0 - 45 grains)|1.6|07/17/2014
Weeds|17|LOW (0 - 30 grains)|5.4|07/17/2014
Grasses|5|LOW (0 - 15 grains)|1.6|07/18/2014
Trees|2|LOW (0 - 45 grains)|0.6|07/18/2014
Weeds|7|LOW (0 - 30 grains)|2.2|07/18/2014
Grasses|1|LOW (0 - 15 grains)|0.3|07/21/2014
Trees|1|LOW (0 - 45 grains)|0.3|07/21/2014
Weeds|5|LOW (0 - 30 grains)|1.6|07/21/2014
Grasses|0|LOW (0 - 15 grains)|0.0|07/22/2014
Trees|1|LOW (0 - 45 grains)|0.3|07/22/2014
Weeds|0|LOW (0 - 30 grains)|0.0|07/22/2014
Grasses|1|LOW (0 - 15 grains)|0.3|07/23/2014
Trees|3|LOW (0 - 45 grains)|1.0|07/23/2014
Weeds|1|LOW (0 - 30 grains)|0.3|07/23/2014
Grasses|3|LOW (0 - 15 grains)|1.0|07/24/2014
Trees|20|LOW (0 - 45 grains)|6.4|07/24/2014
Weeds|1|LOW (0 - 30 grains)|0.3|07/24/2014
Grasses|1|LOW (0 - 15 grains)|0.3|07/25/2014
Trees|1|LOW (0 - 45 grains)|0.3|07/25/2014
Weeds|1|LOW (0 - 30 grains)|0.3|07/25/2014
Grasses|8|LOW (0 - 15 grains)|2.6|07/28/2014
Trees|17|LOW (0 - 45 grains)|5.4|07/28/2014
Weeds|13|LOW (0 - 30 grains)|4.2|07/28/2014
Grasses|6|LOW (0 - 15 grains)|1.9|07/29/2014
Trees|13|LOW (0 - 45 grains)|4.2|07/29/2014
Weeds|2|LOW (0 - 30 grains)|0.6|07/29/2014
Grasses|1|LOW (0 - 15 grains)|0.3|07/31/2014
Trees|3|LOW (0 - 45 grains)|1.0|07/31/2014
Weeds|0|LOW (0 - 30 grains)|0.0|07/31/2014
Grasses|10|LOW (0 - 15 grains)|3.2|08/01/2014
Trees|14|LOW (0 - 45 grains)|4.5|08/01/2014
Weeds|25|LOW (0 - 30 grains)|8.0|08/01/2014
Grasses|1|LOW (0 - 15 grains)|0.3|08/04/2014
Trees|1|LOW (0 - 45 grains)|0.3|08/04/2014
Weeds|3|LOW (0 - 30 grains)|1.0|08/04/2014
Grasses|5|LOW (0 - 15 grains)|1.6|08/05/2014
Trees|2|LOW (0 - 45 grains)|0.6|08/05/2014
Weeds|2|LOW (0 - 30 grains)|0.6|08/05/2014
Grasses|8|LOW (0 - 15 grains)|2.6|08/06/2014
Trees|17|LOW (0 - 45 grains)|5.4|08/06/2014
Weeds|30|LOW (0 - 30 grains)|9.6|08/06/2014
Grasses|6|LOW (0 - 15 grains)|1.9|08/07/2014
Trees|16|LOW (0 - 45 grains)|5.1|08/07/2014
Weeds|30|LOW (0 - 30 grains)|9.6|08/07/2014
Grasses|9|LOW (0 - 15 grains)|2.9|08/08/2014
Trees|1|LOW (0 - 45 grains)|0.3|08/08/2014
Weeds|34|MODERATE (31 - 120 grains)|10.9|08/08/2014
Grasses|3|LOW (0 - 15 grains)|1.0|08/11/2014
Trees|54|MODERATE (46 - 270 grains)|17.3|08/11/2014
Weeds|11|LOW (0 - 30 grains)|3.5|08/11/2014
Grasses|0|LOW (0 - 15 grains)|0.0|08/12/2014
Trees|45|LOW (0 - 45 grains)|14.4|08/12/2014
Weeds|28|LOW (0 - 30 grains)|9.0|08/12/2014
Grasses|2|LOW (0 - 15 grains)|0.6|08/13/2014
Trees|8|LOW (0 - 45 grains)|2.6|08/13/2014
Weeds|10|LOW (0 - 30 grains)|3.2|08/13/2014
Grasses|6|LOW (0 - 15 grains)|1.9|08/14/2014
Trees|0|LOW (0 - 45 grains)|0.0|08/14/2014
Weeds|36|MODERATE (31 - 120 grains)|11.5|08/14/2014
Grasses|7|LOW (0 - 15 grains)|2.2|08/15/2014
Trees|27|LOW (0 - 45 grains)|8.7|08/15/2014
Weeds|35|MODERATE (31 - 120 grains)|11.2|08/15/2014
Grasses|55|MODERATE (16 - 60 grains)|17.6|08/18/2014
Trees|215|MODERATE (46 - 270 grains)|68.9|08/18/2014
Weeds|18|LOW (0 - 30 grains)|5.8|08/18/2014
Grasses|4|LOW (0 - 15 grains)|1.3|08/19/2014
Trees|82|MODERATE (46 - 270 grains)|26.3|08/19/2014
Weeds|17|LOW (0 - 30 grains)|5.4|08/19/2014
Grasses|9|LOW (0 - 15 grains)|2.9|08/20/2014
Trees|15|LOW (0 - 45 grains)|4.8|08/20/2014
Weeds|11|LOW (0 - 30 grains)|3.5|08/20/2014
Grasses|9|LOW (0 - 15 grains)|2.9|08/21/2014
Trees|25|LOW (0 - 45 grains)|8.0|08/21/2014
Weeds|11|LOW (0 - 30 grains)|3.5|08/21/2014
Grasses|5|LOW (0 - 15 grains)|1.6|08/22/2014
Trees|8|LOW (0 - 45 grains)|2.6|08/22/2014
Weeds|49|MODERATE (31 - 120 grains)|15.7|08/22/2014
Grasses|12|LOW (0 - 15 grains)|3.8|08/25/2014
Trees|4|LOW (0 - 45 grains)|1.3|08/25/2014
Weeds|28|LOW (0 - 30 grains)|9.0|08/25/2014
Grasses|7|LOW (0 - 15 grains)|2.2|08/26/2014
Trees|4|LOW (0 - 45 grains)|1.3|08/26/2014
Weeds|18|LOW (0 - 30 grains)|5.8|08/26/2014
Grasses|8|LOW (0 - 15 grains)|2.6|08/27/2014
Trees|8|LOW (0 - 45 grains)|2.6|08/27/2014
Weeds|15|LOW (0 - 30 grains)|4.8|08/27/2014
Grasses|11|LOW (0 - 15 grains)|3.5|08/28/2014
Trees|7|LOW (0 - 45 grains)|2.2|08/28/2014
Weeds|55|MODERATE (31 - 120 grains)|17.6|08/28/2014
Grasses|5|LOW (0 - 15 grains)|1.6|08/29/2014
Trees|4|LOW (0 - 45 grains)|1.3|08/29/2014
Weeds|34|MODERATE (31 - 120 grains)|10.9|08/29/2014
Grasses|13|LOW (0 - 15 grains)|4.2|09/02/2014
Trees|620|HIGH (271 - 3000 grains)|198.7|09/02/2014
Weeds|57|MODERATE (31 - 120 grains)|18.3|09/02/2014
Grasses|42|MODERATE (16 - 60 grains)|13.5|09/03/2014
Trees|430|HIGH (271 - 3000 grains)|137.8|09/03/2014
Weeds|17|LOW (0 - 30 grains)|5.4|09/03/2014
Grasses|20|MODERATE (16 - 60 grains)|6.4|09/04/2014
Trees|27|LOW (0 - 45 grains)|8.7|09/04/2014
Weeds|38|MODERATE (31 - 120 grains)|12.2|09/04/2014
Grasses|25|MODERATE (16 - 60 grains)|8.0|09/05/2014
Trees|42|LOW (0 - 45 grains)|13.5|09/05/2014
Weeds|27|LOW (0 - 30 grains)|8.7|09/05/2014
Grasses|4|LOW (0 - 15 grains)|1.3|09/08/2014
Trees|3|LOW (0 - 45 grains)|1.0|09/08/2014
Weeds|129|HIGH (121 - 1200 grains)|41.3|09/08/2014
Grasses|0|LOW (0 - 15 grains)|0.0|09/09/2014
Trees|2|LOW (0 - 45 grains)|0.6|09/09/2014
Weeds|5|LOW (0 - 30 grains)|1.6|09/09/2014
Grasses|6|LOW (0 - 15 grains)|1.9|09/10/2014
Trees|0|LOW (0 - 45 grains)|0.0|09/10/2014
Weeds|42|MODERATE (31 - 120 grains)|13.5|09/10/2014
Grasses|6|LOW (0 - 15 grains)|1.9|09/11/2014
Trees|1|LOW (0 - 45 grains)|0.3|09/11/2014
Weeds|27|LOW (0 - 30 grains)|8.7|09/11/2014
Grasses|4|LOW (0 - 15 grains)|1.3|09/12/2014
Trees|4|LOW (0 - 45 grains)|1.3|09/12/2014
Weeds|50|MODERATE (31 - 120 grains)|16.0|09/12/2014
Grasses|10|LOW (0 - 15 grains)|3.2|09/15/2014
Trees|13|LOW (0 - 45 grains)|4.2|09/15/2014
Weeds|75|MODERATE (31 - 120 grains)|24.0|09/15/2014
Grasses|14|LOW (0 - 15 grains)|4.5|09/16/2014
Trees|453|HIGH (271 - 3000 grains)|145.2|09/16/2014
Weeds|22|LOW (0 - 30 grains)|7.1|09/16/2014
Grasses|1|LOW (0 - 15 grains)|0.3|09/17/2014
Trees|178|MODERATE (46 - 270 grains)|57.1|09/17/2014
Weeds|23|LOW (0 - 30 grains)|7.4|09/17/2014
Grasses|5|LOW (0 - 15 grains)|1.6|09/18/2014
Trees|18|LOW (0 - 45 grains)|5.8|09/18/2014
Weeds|73|MODERATE (31 - 120 grains)|23.4|09/18/2014
Grasses|5|LOW (0 - 15 grains)|1.6|09/19/2014
Trees|14|LOW (0 - 45 grains)|4.5|09/19/2014
Weeds|62|MODERATE (31 - 120 grains)|19.9|09/19/2014
Grasses|6|LOW (0 - 15 grains)|1.9|09/22/2014
Trees|174|MODERATE (46 - 270 grains)|55.8|09/22/2014
Weeds|90|MODERATE (31 - 120 grains)|28.8|09/22/2014
Grasses|18|MODERATE (16 - 60 grains)|5.8|09/23/2014
Trees|18|LOW (0 - 45 grains)|5.8|09/23/2014
Weeds|85|MODERATE (31 - 120 grains)|27.2|09/23/2014
Grasses|0|LOW (0 - 15 grains)|0.0|09/24/2014
Trees|2|LOW (0 - 45 grains)|0.6|09/24/2014
Weeds|21|LOW (0 - 30 grains)|6.7|09/24/2014
Grasses|0|LOW (0 - 15 grains)|0.0|09/25/2014
Trees|0|LOW (0 - 45 grains)|0.0|09/25/2014
Weeds|1|LOW (0 - 30 grains)|0.3|09/25/2014
Grasses|0|LOW (0 - 15 grains)|0.0|09/26/2014
Trees|5|LOW (0 - 45 grains)|1.6|09/26/2014
Weeds|13|LOW (0 - 30 grains)|4.2|09/26/2014
Grasses|6|LOW (0 - 15 grains)|1.9|09/29/2014
Trees|6|LOW (0 - 45 grains)|1.9|09/29/2014
Weeds|35|MODERATE (31 - 120 grains)|11.2|09/29/2014
Grasses|0|LOW (0 - 15 grains)|0.0|09/30/2014
Trees|3|LOW (0 - 45 grains)|1.0|09/30/2014
Weeds|1|LOW (0 - 30 grains)|0.3|09/30/2014
Grasses|0|LOW (0 - 15 grains)|0.0|10/01/2014
Trees|5|LOW (0 - 45 grains)|1.6|10/01/2014
Weeds|16|LOW (0 - 30 grains)|5.1|10/01/2014
Grasses|9|LOW (0 - 15 grains)|2.9|10/02/2014
Trees|1|LOW (0 - 45 grains)|0.3|10/02/2014
Weeds|39|MODERATE (31 - 120 grains)|12.5|10/02/2014
Grasses|10|LOW (0 - 15 grains)|3.2|10/03/2014
Trees|8|LOW (0 - 45 grains)|2.6|10/03/2014
Weeds|84|MODERATE (31 - 120 grains)|26.9|10/03/2014
Grasses|1|LOW (0 - 15 grains)|0.3|10/06/2014
Trees|20|LOW (0 - 45 grains)|6.4|10/06/2014
Weeds|109|MODERATE (31 - 120 grains)|34.9|10/06/2014
Grasses|25|MODERATE (16 - 60 grains)|8.0|10/07/2014
Trees|32|LOW (0 - 45 grains)|10.3|10/07/2014
Weeds|82|MODERATE (31 - 120 grains)|26.3|10/07/2014
Grasses|13|LOW (0 - 15 grains)|4.2|10/08/2014
Trees|11|LOW (0 - 45 grains)|3.5|10/08/2014
Weeds|90|MODERATE (31 - 120 grains)|28.8|10/08/2014
Grasses|9|LOW (0 - 15 grains)|2.9|10/09/2014
Trees|12|LOW (0 - 45 grains)|3.8|10/09/2014
Weeds|79|MODERATE (31 - 120 grains)|25.3|10/09/2014
Grasses|10|LOW (0 - 15 grains)|3.2|10/10/2014
Trees|20|LOW (0 - 45 grains)|6.4|10/10/2014
Weeds|85|MODERATE (31 - 120 grains)|27.2|10/10/2014
Grasses|0|LOW (0 - 15 grains)|0.0|10/13/2014
Trees|0|LOW (0 - 45 grains)|0.0|10/13/2014
Weeds|28|LOW (0 - 30 grains)|9.0|10/13/2014
Grasses|4|LOW (0 - 15 grains)|1.3|10/14/2014
Trees|0|LOW (0 - 45 grains)|0.0|10/14/2014
Weeds|34|MODERATE (31 - 120 grains)|10.9|10/14/2014
Grasses|1|LOW (0 - 15 grains)|0.3|10/15/2014
Trees|4|LOW (0 - 45 grains)|1.3|10/15/2014
Weeds|19|LOW (0 - 30 grains)|6.1|10/15/2014
Grasses|0|LOW (0 - 15 grains)|0.0|10/16/2014
Trees|5|LOW (0 - 45 grains)|1.6|10/16/2014
Weeds|29|LOW (0 - 30 grains)|9.3|10/16/2014
Grasses|2|LOW (0 - 15 grains)|0.6|10/17/2014
Trees|36|LOW (0 - 45 grains)|11.5|10/17/2014
Weeds|10|LOW (0 - 30 grains)|3.2|10/17/2014
Grasses|3|LOW (0 - 15 grains)|1.0|10/20/2014
Trees|3|LOW (0 - 45 grains)|1.0|10/20/2014
Weeds|9|LOW (0 - 30 grains)|2.9|10/20/2014
Grasses|1|LOW (0 - 15 grains)|0.3|10/21/2014
Trees|18|LOW (0 - 45 grains)|5.8|10/21/2014
Weeds|31|MODERATE (31 - 120 grains)|9.9|10/21/2014
Grasses|5|LOW (0 - 15 grains)|1.6|10/22/2014
Trees|2|LOW (0 - 45 grains)|0.6|10/22/2014
Weeds|4|LOW (0 - 30 grains)|1.3|10/22/2014
Grasses|3|LOW (0 - 15 grains)|1.0|10/23/2014
Trees|8|LOW (0 - 45 grains)|2.6|10/23/2014
Weeds|20|LOW (0 - 30 grains)|6.4|10/23/2014
Grasses|1|LOW (0 - 15 grains)|0.3|10/24/2014
Trees|1|LOW (0 - 45 grains)|0.3|10/24/2014
Weeds|1|LOW (0 - 30 grains)|0.3|10/24/2014
Grasses|0|LOW (0 - 15 grains)|0.0|10/27/2014
Trees|4|LOW (0 - 45 grains)|1.3|10/27/2014
Weeds|11|LOW (0 - 30 grains)|3.5|10/27/2014
Grasses|0|LOW (0 - 15 grains)|0.0|10/28/2014
Trees|2|LOW (0 - 45 grains)|0.6|10/28/2014
Weeds|4|LOW (0 - 30 grains)|1.3|10/28/2014
Grasses|0|LOW (0 - 15 grains)|0.0|10/29/2014
Trees|12|LOW (0 - 45 grains)|3.8|10/29/2014
Weeds|16|LOW (0 - 30 grains)|5.1|10/29/2014
Grasses|4|LOW (0 - 15 grains)|1.3|10/30/2014
Trees|28|LOW (0 - 45 grains)|9.0|10/30/2014
Weeds|12|LOW (0 - 30 grains)|3.8|10/30/2014
Grasses|1|LOW (0 - 15 grains)|0.3|11/03/2014
Trees|14|LOW (0 - 45 grains)|4.5|11/03/2014
Weeds|3|LOW (0 - 30 grains)|1.0|11/03/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/04/2014
Trees|36|LOW (0 - 45 grains)|11.5|11/04/2014
Weeds|4|LOW (0 - 30 grains)|1.3|11/04/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/05/2014
Trees|8|LOW (0 - 45 grains)|2.6|11/05/2014
Weeds|5|LOW (0 - 30 grains)|1.6|11/05/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/06/2014
Trees|9|LOW (0 - 45 grains)|2.9|11/06/2014
Weeds|2|LOW (0 - 30 grains)|0.6|11/06/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/07/2014
Trees|7|LOW (0 - 45 grains)|2.2|11/07/2014
Weeds|3|LOW (0 - 30 grains)|1.0|11/07/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/10/2014
Trees|14|LOW (0 - 45 grains)|4.5|11/10/2014
Weeds|1|LOW (0 - 30 grains)|0.3|11/10/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/12/2014
Trees|0|LOW (0 - 45 grains)|0.0|11/12/2014
Weeds|2|LOW (0 - 30 grains)|0.6|11/12/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/13/2014
Trees|1|LOW (0 - 45 grains)|0.3|11/13/2014
Weeds|0|LOW (0 - 30 grains)|0.0|11/13/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/14/2014
Trees|0|LOW (0 - 45 grains)|0.0|11/14/2014
Weeds|2|LOW (0 - 30 grains)|0.6|11/14/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/17/2014
Trees|0|LOW (0 - 45 grains)|0.0|11/17/2014
Weeds|0|LOW (0 - 30 grains)|0.0|11/17/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/18/2014
Trees|1|LOW (0 - 45 grains)|0.3|11/18/2014
Weeds|12|LOW (0 - 30 grains)|3.8|11/18/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/19/2014
Trees|1|LOW (0 - 45 grains)|0.3|11/19/2014
Weeds|1|LOW (0 - 30 grains)|0.3|11/19/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/20/2014
Trees|7|LOW (0 - 45 grains)|2.2|11/20/2014
Weeds|8|LOW (0 - 30 grains)|2.6|11/20/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/21/2014
Trees|0|LOW (0 - 45 grains)|0.0|11/21/2014
Weeds|2|LOW (0 - 30 grains)|0.6|11/21/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/24/2014
Trees|0|LOW (0 - 45 grains)|0.0|11/24/2014
Weeds|0|LOW (0 - 30 grains)|0.0|11/24/2014
Grasses|0|LOW (0 - 15 grains)|0.0|11/25/2014
Trees|2|LOW (0 - 45 grains)|0.6|11/25/2014
Weeds|2|LOW (0 - 30 grains)|0.6|11/25/2014
Grasses|1|LOW (0 - 15 grains)|0.3|11/26/2014
Trees|4|LOW (0 - 45 grains)|1.3|11/26/2014
Weeds|7|LOW (0 - 30 grains)|2.2|11/26/2014
Grasses|0|LOW (0 - 15 grains)|0.0|02/23/2015
Trees|17|LOW (0 - 45 grains)|5.4|02/23/2015
Weeds|0|LOW (0 - 30 grains)|0.0|02/23/2015
Grasses|0|LOW (0 - 15 grains)|0.0|03/02/2015
Trees|0|LOW (0 - 45 grains)|0.0|03/02/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/02/2015
Grasses|0|LOW (0 - 15 grains)|0.0|03/03/2015
Trees|74|MODERATE (46 - 270 grains)|23.7|03/03/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/03/2015
Grasses|0|LOW (0 - 15 grains)|0.0|03/04/2015
Trees|2|LOW (0 - 45 grains)|0.6|03/04/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/04/2015
Grasses|0|LOW (0 - 15 grains)|0.0|03/05/2015
Trees|1928|HIGH (271 - 3000 grains)|617.9|03/05/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/05/2015
Grasses|0|LOW (0 - 15 grains)|0.0|03/09/2015
Trees|1121|HIGH (271 - 3000 grains)|359.3|03/09/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/09/2015
Grasses|0|LOW (0 - 15 grains)|0.0|03/10/2015
Trees|1339|HIGH (271 - 3000 grains)|429.2|03/10/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/10/2015
Grasses|3|LOW (0 - 15 grains)|1.0|03/11/2015
Trees|1198|HIGH (271 - 3000 grains)|384.0|03/11/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/11/2015
Grasses|0|LOW (0 - 15 grains)|0.0|03/12/2015
Trees|2390|HIGH (271 - 3000 grains)|766.0|03/12/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/12/2015
Grasses|0|LOW (0 - 15 grains)|0.0|03/13/2015
Trees|1473|HIGH (271 - 3000 grains)|472.1|03/13/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/13/2015
Grasses|0|LOW (0 - 15 grains)|0.0|03/16/2015
Trees|1273|HIGH (271 - 3000 grains)|408.0|03/16/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/16/2015
Grasses|0|LOW (0 - 15 grains)|0.0|03/17/2015
Trees|599|HIGH (271 - 3000 grains)|192.0|03/17/2015
Weeds|0|LOW (0 - 30 grains)|0.0|03/17/2015
Grasses|0|LOW (0 - 15 grains)|0.0|03/18/2015
